Brand,Model,Year,Mileage,Price
기아,더 뉴 카니발,2019,73281,1790
기아,더 뉴 K5,2024,31336,3150
KG모빌리티(쌍용),토레스,2023,23097,2230
현대,더 뉴 그랜저,2022,50518,2780
현대,투싼,2020,81124,1990
현대,싼타페,2019,83083,1620
제네시스,EQ900,2018,107101,2080
기아,니로,2017,89288,1500
르노코리아(삼성),더 뉴 SM6,2023,59186,1710
벤츠,E-클래스,2016,60887,1550
미니,쿠퍼,2021,60594,1670
현대,스타리아,2024,33633,4070
기아,올 뉴 모닝,2014,53307,690
KG모빌리티(쌍용),올 뉴 렉스턴,2022,39946,3090
지프,컴패스,2022,44461,2170
기아,K5,2022,52100,2430
현대,아반떼,2021,76311,2030
현대,그랜저,2015,88330,730
기아,더 뉴 스포티지,2014,105909,730
기아,더 뉴 레이,2022,68123,1020
기아,셀토스,2020,93322,1820
KG모빌리티(쌍용),티볼리,2016,97892,710
기아,올 뉴 K3,2019,88619,1180
기아,K5,2018,65377,1150
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,쏘나타,2020,75428,1830
제네시스,GV70,2021,45988,3650
기아,모닝,2020,46730,1010
현대,팰리세이드,2020,55348,2890
현대,더 뉴 그랜저,2020,17814,2510
현대,쏘나타,2021,48315,2250
기아,더 뉴 프라이드,2016,26603,760
제네시스,G70,2018,108158,1920
현대,쏘나타,2020,143420,1660
현대,쏘나타,2021,81490,1900
기아,K7,2019,116549,1630
기아,K5,2023,35845,2430
기아,K3,2013,92682,530
BMW,2시리즈,2022,86911,2550
르노코리아(삼성),QM6,2018,108827,1190
현대,YF,2012,73948,650
현대,캐스퍼,2022,27651,1450
KG모빌리티(쌍용),티볼리,2016,92803,770
기아,더 뉴 셀토스,2022,39989,2050
기아,올 뉴 카니발,2017,95425,1650
현대,쏘나타,2024,13568,3080
기아,K7,2019,109381,1870
기아,쏘렌토,2021,57380,2920
제네시스,G70,2019,86352,2110
기아,더 뉴 기아,2023,12328,1660
현대,에쿠스(신형),2013,100547,1590
기아,K5,2023,17152,2570
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,모하비,2022,68591,3180
KG모빌리티(쌍용),티볼리,2020,63865,1350
현대,코나,2018,66544,1380
기아,올 뉴 K7,2018,88210,1490
제네시스,G80,2017,123752,1560
현대,아반떼,2010,83673,590
현대,아반떼,2015,91213,620
현대,더 뉴 그랜저,2022,82277,2530
현대,더 뉴 그랜저,2020,56986,2350
기아,셀토스,2022,25785,2430
벤츠,C-클래스,2019,76920,1990
폭스바겐,티구안,2023,58436,3150
쉐보레(GM대우),더 뉴 스파크,2020,37034,840
BMW,3시리즈,2021,52370,2890
현대,그랜저,2017,115524,1360
현대,더 뉴 코나,2021,81787,1920
현대,포터2,2024,12528,1650
BMW,X6,2021,53852,6570
현대,벨로스터-N,2021,64000,2120
현대,더 뉴 그랜저,2022,109751,2540
현대,아반떼,2016,100223,1020
기아,K8,2022,109805,2350
KG모빌리티(쌍용),렉스턴,2020,73909,1600
아우디,A4,2021,21484,2740
제네시스,G80,2017,83192,1690
현대,올 뉴 투싼,2019,97369,1790
현대,베뉴,2019,63230,1150
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,싼타페,2020,141392,1870
쉐보레(GM대우),스파크,2014,44677,480
르노코리아(삼성),더 뉴 QM6,2024,45710,1930
현대,캐스퍼,2023,35804,1550
벤츠,C-클래스,2017,53313,1720
제네시스,G70,2019,101131,2080
제네시스,G90,2021,125357,3940
쉐보레(GM대우),스파크,2014,43419,400
르노코리아(삼성),SM6,2020,57107,1250
현대,코나,2024,6224,2800
기아,K3,2013,113609,590
현대,더 뉴 그랜저,2021,113541,2290
현대,아반떼,2012,68825,670
현대,제네시스,2012,72604,770
현대,LF,2016,84134,1090
기아,올 뉴 카니발,2017,119887,1390
현대,싼타페,2017,45398,1650
현대,베뉴,2024,19210,2040
현대,아슬란,2016,76698,1050
기아,더 뉴 기아,2024,2777,1370
기아,디 올 뉴 니로,2022,99531,2320
현대,싼타페,2018,52332,1860
현대,아반떼,2016,119942,840
KG모빌리티(쌍용),렉스턴,2019,82666,1570
르노코리아(삼성),XM3,2023,62995,1890
현대,아이오닉,2023,70530,2950
기아,더 뉴 K3,2017,110619,710
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 K3,2021,46667,1430
현대,포터2,2024,71629,1450
기아,더 뉴 기아,2023,1688,1620
기아,뉴,2014,110487,920
기아,스토닉,2019,23953,1190
기아,올 뉴 카니발,2015,86487,1230
현대,투싼,2022,37736,2590
르노코리아(삼성),더 뉴 QM6,2023,12801,1690
현대,코나,2018,148034,1170
현대,캐스퍼,2021,40998,1470
르노코리아(삼성),SM6,2018,57036,970
기아,레이,2016,94406,690
기아,K5,2020,93971,1680
르노코리아(삼성),SM6,2019,82006,850
현대,엑센트(신형),2013,57443,690
현대,싼타페,2015,87306,1290
제네시스,G70,2019,65560,2190
기아,스포티지,2018,72203,1450
기아,디 올 뉴 스포티지,2022,55904,2430
현대,더 뉴 싼타페,2023,52563,3180
현대,코나,2019,111878,1320
쉐보레(GM대우),더 뉴 스파크,2018,76440,670
기아,더 뉴 카니발,2020,78240,1960
제네시스,G80,2020,97515,3450
현대,포터2,2020,129539,1430
현대,NF,2007,68320,490
르노코리아(삼성),아르카나,2025,16245,2040
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
미니,컨트리맨,2025,5108,4360
쉐보레(GM대우),볼트,2020,86893,1840
쉐보레(GM대우),올 뉴 말리부,2016,107901,790
현대,아반떼,2015,48409,1150
현대,쏘나타,2020,104288,1760
KG모빌리티(쌍용),코란도,2015,88647,760
기아,더 뉴 K5,2024,10187,2490
현대,팰리세이드,2021,72736,2690
KG모빌리티(쌍용),뉴코란도,2015,68640,730
현대,더 뉴 그랜저,2022,83406,2450
르노코리아(삼성),SM6,2018,104955,750
푸조,3008,2021,80330,2150
기아,더 뉴 카니발,2024,29267,4580
기아,올 뉴 K7,2016,70908,1550
제네시스,G80,2021,44704,3770
기아,올 뉴 모닝,2013,92986,560
르노코리아(삼성),더 뉴 SM6,2023,19182,1850
제네시스,G80,2023,98814,3180
현대,아반떼,2022,60045,1850
제네시스,G70,2020,84373,2190
현대,코나,2019,104764,1400
현대,그랜저,2018,125859,1790
BMW,X1,2022,60589,2870
기아,올 뉴 모닝,2017,36848,760
기아,올 뉴 카니발,2014,82065,1310
벤츠,GLE-클래스,2022,26899,7950
기아,더 뉴 레이,2018,115266,830
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,그랜저,2013,65433,720
벤츠,E-클래스,2019,96118,2390
기아,더 뉴 봉고III,2022,51380,1350
현대,팰리세이드,2022,49409,3650
르노코리아(삼성),뉴,2022,60978,1840
현대,더 뉴 그랜저,2020,37321,2530
현대,그랜저,2018,103373,1690
제네시스,GV80,2020,52487,4170
기아,셀토스,2020,76002,1490
미니,쿠퍼,2019,60070,2070
제네시스,G70,2020,46191,2690
현대,투싼,2021,61740,2420
BMW,X1,2021,43452,2990
기아,카니발,2021,40924,2890
쉐보레(GM대우),트랙스,2015,77146,670
르노코리아(삼성),뉴QM3,2019,116093,810
KG모빌리티(쌍용),티볼리,2017,77552,860
현대,베뉴,2021,38291,1650
BMW,5시리즈,2015,81749,1740
기아,카니발,2021,127175,2670
BMW,X1,2021,78308,2730
현대,싼타페,2017,23263,2190
기아,K7,2021,74032,2320
기아,더 뉴 카니발,2019,97109,1870
제네시스,G80,2023,44377,4280
기아,더 뉴 K9,2023,80769,4390
기아,K7,2020,157667,1790
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 카니발,2019,67846,1980
제네시스,GV80,2020,92789,3690
르노코리아(삼성),QM3,2015,73077,640
기아,카니발,2022,62463,2790
기아,디 올 뉴 스포티지,2022,22946,2290
KG모빌리티(쌍용),티볼리,2017,114419,890
현대,i30(신형),2012,60621,670
르노코리아(삼성),XM3,2021,104595,1140
현대,싼타페,2014,118712,1070
현대,아반떼,2020,103136,1620
기아,더 뉴 모닝,2016,31390,690
기아,올 뉴 모닝,2020,44951,990
쉐보레(GM대우),올 뉴 말리부,2018,134827,860
기아,더 뉴 스포티지,2014,126621,820
쉐보레(GM대우),더,2016,101796,590
현대,코나,2018,97897,1220
현대,LF,2016,38036,1290
벤츠,E-클래스,2016,61479,1610
KG모빌리티(쌍용),뉴체어맨,2012,83185,960
KG모빌리티(쌍용),올 뉴 렉스턴,2021,100504,2610
현대,그랜저,2018,113555,1430
현대,싼타페,2017,81299,1510
현대,코나,2019,46697,1530
현대,넥쏘,2023,70627,2180
현대,벨로스터,2014,105941,590
현대,디 올 뉴 팰리세이드,2025,11516,5290
기아,올 뉴 모닝,2012,58347,460
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
제네시스,G70,2019,78485,2170
현대,포터2,2025,19325,2050
KG모빌리티(쌍용),티볼리,2017,60829,910
현대,더 뉴 그랜저,2021,143547,2020
쉐보레(GM대우),더 뉴 트랙스,2020,49337,1090
현대,그랜저,2015,37151,1070
현대,그랜저,2018,51298,1490
현대,아반떼,2017,121854,1060
현대,더 뉴 아반떼,2019,42319,1290
기아,더 뉴 기아,2023,30962,1650
기아,카니발,2021,161294,2320
르노코리아(삼성),아르카나,2024,19382,2150
미니,쿠퍼,2021,27958,2370
아우디,Q7,2021,87650,5350
현대,아반떼,2021,52003,1700
현대,싼타페,2018,43103,1840
현대,아반떼,2018,146576,990
현대,베뉴,2019,28498,1590
기아,더 뉴 기아,2023,12889,1630
현대,포터2,2024,7173,2020
기아,올 뉴 카니발,2017,140310,1480
현대,더 뉴 아반떼,2024,27268,1990
기아,올 뉴 모닝,2017,30350,1020
KG모빌리티(쌍용),베리,2022,31315,1790
르노코리아(삼성),SM6,2017,113909,720
기아,더 뉴 스포티지,2013,85904,890
현대,코나,2023,15702,2770
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
쉐보레(GM대우),더 뉴 스파크,2020,46857,990
기아,K5,2016,102369,990
기아,K5,2020,126522,1670
기아,더,2018,88528,2290
현대,포터2,2024,9299,2070
르노코리아(삼성),SM6,2016,94115,790
기아,더 뉴 모닝,2016,59499,750
KG모빌리티(쌍용),티볼리,2017,27087,1080
미니,쿠퍼,2024,24422,2890
벤츠,CLA-클래스,2018,105953,1510
현대,코나,2019,26309,1640
기아,레이,2013,84188,750
기아,모하비,2020,97962,2970
기아,더 뉴 카니발,2019,91630,1850
기아,셀토스,2021,18351,1920
현대,아반떼,2013,79742,650
현대,아반떼,2021,39726,1720
현대,코나,2020,65574,1650
현대,싼타페,2017,58957,1490
KG모빌리티(쌍용),티볼리,2015,59895,850
르노코리아(삼성),XM3,2020,115824,1150
BMW,2시리즈,2015,130704,850
현대,올 뉴 투싼,2019,130797,1690
현대,싼타페,2017,82727,1570
기아,쏘렌토,2023,25129,2880
KG모빌리티(쌍용),토레스,2022,41170,2090
르노코리아(삼성),XM3,2020,114743,1170
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,더 뉴 아반떼,2014,113903,590
기아,더 뉴 모닝,2016,39083,700
기아,더 뉴 K9,2018,106855,1610
제네시스,G80,2022,65872,4250
기아,올 뉴 K7,2017,121188,1380
쉐보레(GM대우),더 뉴 말리부,2019,78845,1240
현대,쏘나타,2022,81226,2270
기아,올 뉴 모닝,2013,27652,690
기아,올 뉴 카니발,2016,92110,1350
현대,더 뉴 그랜저,2022,122428,2320
기아,올 뉴 K3,2019,45228,1420
기아,카니발,2021,42817,3050
기아,스포티지,2016,104386,1070
현대,쏘나타,2019,107270,1570
기아,더 뉴 K9,2016,88356,1500
기아,셀토스,2021,77220,1750
기아,쏘렌토,2021,115802,2090
기아,올 뉴 모닝,2017,49739,950
기아,쏘울,2019,86707,1590
기아,셀토스,2019,49323,1750
BMW,5시리즈,2019,75255,2380
폭스바겐,티구안,2023,38201,3190
기아,더 뉴 K3,2021,31677,1870
쉐보레(GM대우),더,2016,36737,650
르노코리아(삼성),SM3,2015,52634,420
현대,올 뉴 투싼,2018,58286,1930
볼보,XC40,2021,56108,2790
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
제네시스,G70,2019,88806,2080
기아,올 뉴 카니발,2016,97663,1150
KG모빌리티(쌍용),더 뉴 티볼리,2023,32640,2050
KG모빌리티(쌍용),베리,2021,90511,1220
르노코리아(삼성),뉴SM3,2013,88901,350
현대,아반떼,2018,110188,1020
기아,올 뉴 K7,2018,80857,1560
기아,모하비,2011,32222,1150
현대,엑센트(신형),2017,65027,690
제네시스,G70,2019,45748,2330
현대,그랜저,2017,87245,1460
KG모빌리티(쌍용),더 뉴 렉스턴,2021,60052,2120
기아,더 뉴 기아,2024,10798,1310
벤츠,A-클래스,2020,97119,1990
현대,캐스퍼,2024,110,1520
폭스바겐,아틀라스,2025,6554,5680
현대,올 뉴 투싼,2017,127312,1210
기아,올 뉴 K7,2016,94567,1270
현대,더 뉴 그랜저,2022,36677,2910
기아,올 뉴 카니발,2017,102407,1430
기아,더 뉴 기아,2025,27499,1300
제네시스,G80,2024,47113,3990
현대,올 뉴 투싼,2019,94240,1620
기아,더 뉴 봉고III,2025,11273,1920
현대,쏘나타,2018,58615,1670
르노코리아(삼성),SM6,2016,77371,890
기아,K3,2014,43302,790
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,코나,2020,98080,1700
제네시스,G80,2023,39378,4590
현대,그랜저,2014,84951,870
현대,쏘나타,2021,76575,1890
기아,올 뉴 카니발,2016,69143,2080
현대,스타리아,2022,72765,2650
르노코리아(삼성),QM6,2019,68673,1510
현대,올 뉴 투싼,2020,63522,1830
기아,더 뉴 레이,2022,42278,1000
제네시스,G70,2019,50390,2450
르노코리아(삼성),더 뉴 SM6,2020,77310,1870
기아,K5,2021,62331,2210
현대,코나,2019,68634,1490
BMW,X1,2023,47736,4290
쉐보레(GM대우),임팔라,2016,88724,890
KG모빌리티(쌍용),티볼리,2017,49307,1290
르노코리아(삼성),XM3,2023,47110,1720
기아,카니발,2022,88397,2730
기아,모닝,2022,22195,1260
KG모빌리티(쌍용),뉴,2017,89253,850
기아,더 뉴 기아,2024,4517,1380
KG모빌리티(쌍용),뷰티풀,2020,100080,1250
현대,더 뉴 팰리세이드,2023,56027,3570
기아,올 뉴 K3,2018,49611,1390
현대,코나,2020,35768,1680
현대,캐스퍼,2022,25694,1640
현대,투싼,2020,78082,2270
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,그랜저,2016,126417,980
기아,쏘울,2019,75008,1460
현대,쏘나타,2020,81633,2300
기아,더 뉴 K7,2014,131838,620
KG모빌리티(쌍용),티볼리,2018,74325,1020
미니,쿠퍼,2020,132721,1490
제네시스,G80,2020,101457,3180
현대,아반떼,2016,96245,890
기아,더 뉴 K3,2024,3382,1690
현대,엑센트(신형),2015,91231,620
기아,스포티지,2017,94368,1370
기아,스팅어,2018,82727,1790
기아,더 뉴 기아,2024,17088,1650
쉐보레(GM대우),트랙스,2015,118881,630
르노코리아(삼성),SM3,2015,59599,590
기아,셀토스,2021,23691,1690
기아,쏘렌토,2020,62484,3050
기아,더 뉴 모닝,2015,53906,620
기아,K8,2021,111252,2720
현대,YF,2010,31389,650
현대,아반떼,2015,125051,900
제네시스,GV70,2021,41069,4380
현대,그랜저,2019,50624,1620
르노코리아(삼성),SM6,2016,67608,830
KG모빌리티(쌍용),토레스,2023,41229,2260
기아,올 뉴 쏘렌토,2015,124065,1550
KG모빌리티(쌍용),올 뉴 렉스턴,2021,99874,2650
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,더 뉴 모닝,2015,67289,640
현대,그랜저,2013,99094,920
현대,포터2,2018,54025,1220
BMW,6시리즈,2023,55285,5050
기아,스포티지,2017,48369,1360
현대,팰리세이드,2021,62448,3245
르노코리아(삼성),SM3,2016,67972,610
제네시스,GV80,2021,42379,4310
현대,쏘나타,2014,50606,830
링컨,노틸러스,2020,60577,2540
기아,K5,2023,62591,2440
현대,더 뉴 아반떼,2023,37922,2140
현대,엑센트(신형),2016,93100,690
현대,제네시스,2015,140260,1080
현대,쏘나타,2021,39758,1910
기아,더 뉴 모닝,2016,49104,560
BMW,5시리즈,2021,29170,3390
현대,싼타페,2019,39621,2540
기아,K3,2015,91735,690
기아,쏘렌토,2022,95415,2630
제네시스,GV80,2023,35440,5720
기아,K5,2021,43430,1850
BMW,X1,2021,38147,3090
기아,셀토스,2019,92853,1360
현대,베뉴,2020,57078,1460
현대,싼타페,2019,54541,1920
기아,올 뉴 K7,2016,103268,1150
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
기아,셀토스,2020,57391,1990
기아,올 뉴 모닝,2012,12993,520
BMW,X3,2021,97600,3670
기아,올 뉴 K7,2017,61018,1560
기아,카니발,2020,98194,2420
현대,더 뉴 그랜저,2020,31969,2250
현대,제네시스,2016,149354,1130
기아,더 뉴 니로,2019,78249,2090
제네시스,G80,2020,119736,3420
현대,제네시스,2016,85261,1400
현대,쏘나타,2018,76438,1410
기아,K3,2013,62193,770
기아,K5,2020,68429,2350
현대,싼타페,2020,68446,2390
기아,올 뉴 K3,2018,132630,1020
기아,K5,2021,51925,2380
현대,아슬란,2015,90950,1090
기아,디 올 뉴 스포티지,2022,48931,2380
현대,투싼,2013,90462,950
현대,코나,2019,38654,1690
미니,쿠퍼,2025,4499,3150
BMW,5시리즈,2015,111084,1350
기아,레이,2015,98662,760
르노코리아(삼성),뉴,2021,72654,1550
현대,LF,2015,75695,890
기아,디 올 뉴 스포티지,2022,66817,2280
KG모빌리티(쌍용),뷰티풀,2021,87715,1480
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
폭스바겐,티구안,2022,21399,3130
르노코리아(삼성),SM3,2015,103445,420
르노코리아(삼성),뉴,2022,71569,1790
현대,그랜저,2017,102896,1560
기아,모하비,2021,79412,3390
KG모빌리티(쌍용),더 뉴 렉스턴,2023,37675,2690
벤츠,GLA-클래스,2019,72802,1890
제네시스,GV70,2022,83774,3390
기아,더 뉴 레이,2021,48055,1270
KG모빌리티(쌍용),티볼리,2016,47927,1120
벤츠,GLC-클래스,2020,78466,3450
링컨,코세어,2021,40472,2690
르노코리아(삼성),XM3,2020,57392,1420
쉐보레(GM대우),말리부,2014,53368,510
KG모빌리티(쌍용),코란도,2014,83289,790
제네시스,G70,2018,82283,2290
현대,엑센트(신형),2012,89978,570
현대,더 뉴 싼타페,2023,43760,2760
현대,그랜저,2019,136972,1540
기아,올 뉴 K7,2016,123426,1140
현대,쏘나타,2020,91966,1600
쉐보레(GM대우),더,2017,125541,550
기아,K3,2012,83113,520
현대,아반떼,2021,69522,1580
인피니티,Q30,2017,101277,1040
쉐보레(GM대우),더 뉴 트랙스,2017,71548,740
현대,싼타페,2019,64841,1930
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
벤츠,C-클래스,2017,98430,1640
기아,K3,2015,113322,670
기아,올 뉴 K7,2017,116189,1190
기아,카니발,2023,19714,2950
KG모빌리티(쌍용),티볼리,2017,86402,850
제네시스,GV70,2021,70710,4490
현대,투싼,2021,26070,2570
제네시스,GV80,2020,84439,4160
아우디,뉴,2018,90827,1890
르노코리아(삼성),SM6,2017,81780,1000
기아,K5,2017,103722,880
제네시스,G80,2024,25712,4720
현대,더 뉴 싼타페,2020,78965,2290
KG모빌리티(쌍용),더 뉴 렉스턴,2022,28522,2030
BMW,4시리즈,2021,31539,4440
쉐보레(GM대우),올 뉴 말리부,2016,109426,790
현대,엑센트(신형),2016,66618,750
기아,더 뉴 카니발,2024,31246,4320
기아,올 뉴 카니발,2017,114028,1340
기아,셀토스,2022,24806,2220
현대,싼타페,2017,107024,1590
기아,올 뉴 모닝,2013,61800,670
KG모빌리티(쌍용),더 뉴 렉스턴,2022,58614,1600
벤츠,B-클래스,2018,87546,1490
지프,랭글러,2017,79866,2250
KG모빌리티(쌍용),티볼리,2019,71397,1090
현대,코나,2020,42526,1690
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
미니,쿠퍼,2022,31461,2690
르노코리아(삼성),뉴QM3,2018,81695,950
벤츠,CLS-클래스,2020,56457,4690
쉐보레(GM대우),말리부,2014,76369,490
기아,올 뉴 카니발,2017,95558,1790
기아,K8,2021,22032,3450
쉐보레(GM대우),트레일블레이저,2021,100991,1620
기아,올 뉴 K3,2018,31570,1440
현대,그랜저,2015,107449,740
현대,투싼,2021,58644,2280
기아,더 뉴 쏘렌토,2019,114730,1910
기아,더 뉴 K3,2024,23142,1990
현대,아반떼,2018,118067,970
기아,셀토스,2021,45217,1890
르노코리아(삼성),QM6,2018,87867,1450
기아,디 올 뉴 스포티지,2021,67156,2750
현대,그랜저,2016,73754,1230
기아,올 뉴 쏘렌토,2017,94766,1650
기아,K7,2020,112528,1990
기아,올 뉴 쏘렌토,2014,94453,1300
지프,컴패스,2019,52658,1450
현대,캐스퍼,2022,34885,1250
기아,K3,2014,92000,750
현대,더 뉴 아반떼,2023,23604,2630
KG모빌리티(쌍용),티볼리,2015,86496,870
르노코리아(삼성),더 뉴 QM6,2024,77861,1860
기아,K5,2021,78414,2090
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
현대,팰리세이드,2021,42814,2720
기아,올 뉴 K7,2016,108456,1210
BMW,X7,2020,110471,7090
현대,쏘나타,2018,118362,1180
현대,팰리세이드,2019,109702,2590
쉐보레(GM대우),더,2016,76971,590
기아,셀토스,2020,120706,1450
르노코리아(삼성),XM3,2023,22352,1720
현대,더 뉴 맥스크루즈,2015,121493,1290
현대,더 뉴 아반떼,2014,63311,590
현대,그랜저,2018,104100,1590
현대,팰리세이드,2021,53369,2830
쉐보레(GM대우),크루즈,2012,52929,490
기아,디 올 뉴 스포티지,2023,39950,2720
KG모빌리티(쌍용),티볼리,2016,78489,880
쉐보레(GM대우),더,2015,84533,590
BMW,3시리즈,2018,58600,2060
KG모빌리티(쌍용),토레스,2022,57647,2120
기아,레이,2012,89233,620
KG모빌리티(쌍용),티볼리,2018,67724,1150
현대,아반떼,2017,103847,950
현대,그랜저,2012,91848,690
현대,캐스퍼,2021,44971,1650
기아,더 뉴 레이,2019,66549,670
현대,그랜저,2016,131448,890
기아,K3,2015,24475,720
BMW,X4,2020,61416,3790
벤츠,S-클래스,2025,10494,11100
벤츠,CLA-클래스,2023,18597,4250
BMW,4시리즈,2025,4053,5200
미니,쿠퍼,2025,5864,0
아우디,A8,2022,39875,8250
BMW,3시리즈,2025,6112,4100
미니,쿠퍼,2021,46175,0
BMW,3시리즈,2022,39576,3380
BMW,X5,2022,21689,6800
